business_date,service_period,plate,qty_sold,price_sold_at,special,discount_name,check_count,net_sales
2026-03-06,Late Night,Short Rib Supper,22,26.0,no,,11,572.0
2026-03-07,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-03-08,Late Night,Short Rib Supper,18,26.0,no,,9,468.0
2026-03-09,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-03-10,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-03-11,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-03-12,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-03-13,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-03-14,Late Night,Short Rib Supper,24,26.0,no,,12,624.0
2026-03-15,Late Night,Short Rib Supper,19,26.0,no,,9,494.0
2026-03-16,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-03-17,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-03-18,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-03-19,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-03-20,Late Night,Short Rib Supper,31,21.84,yes,Chef Special,15,677.04
2026-03-21,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-03-22,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-03-23,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-03-24,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-03-25,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-03-26,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-03-27,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-03-28,Late Night,Short Rib Supper,20,26.0,no,,10,520.0
2026-03-29,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-03-30,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-03-31,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-04-01,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-04-02,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-04-03,Late Night,Short Rib Supper,20,26.0,no,,10,520.0
2026-04-04,Late Night,Short Rib Supper,21,26.0,no,,10,546.0
2026-04-05,Late Night,Short Rib Supper,16,26.0,no,,8,416.0
2026-04-06,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-04-07,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-04-08,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-04-09,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-04-10,Late Night,Short Rib Supper,28,21.84,yes,Chef Special,14,611.52
2026-04-11,Late Night,Short Rib Supper,22,26.0,no,,11,572.0
2026-04-12,Late Night,Short Rib Supper,17,26.0,no,,8,442.0
2026-04-13,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-04-14,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-04-15,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-04-16,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-04-17,Late Night,Short Rib Supper,22,26.0,no,,11,572.0
2026-04-18,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-04-19,Late Night,Short Rib Supper,18,26.0,no,,9,468.0
2026-04-20,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-04-21,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-04-22,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-04-23,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-04-24,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-04-25,Late Night,Short Rib Supper,24,26.0,no,,12,624.0
2026-04-26,Late Night,Short Rib Supper,19,26.0,no,,9,494.0
2026-04-27,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-04-28,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-04-29,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-04-30,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-05-01,Late Night,Short Rib Supper,31,21.84,yes,Chef Special,15,677.04
2026-05-02,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-05-03,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-05-04,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-05-05,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-05-06,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-05-07,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-05-08,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-05-09,Late Night,Short Rib Supper,20,26.0,no,,10,520.0
2026-05-10,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-05-11,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-05-12,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-05-13,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-05-14,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-05-15,Late Night,Short Rib Supper,20,26.0,no,,10,520.0
2026-05-16,Late Night,Short Rib Supper,21,26.0,no,,10,546.0
2026-05-17,Late Night,Short Rib Supper,16,26.0,no,,8,416.0
2026-05-18,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-05-19,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-05-20,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-05-21,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-05-22,Late Night,Short Rib Supper,28,21.84,yes,Chef Special,14,611.52
2026-05-23,Late Night,Short Rib Supper,22,26.0,no,,11,572.0
2026-05-24,Late Night,Short Rib Supper,17,26.0,no,,8,442.0
2026-05-25,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-05-26,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-05-27,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-05-28,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-05-29,Late Night,Short Rib Supper,22,26.0,no,,11,572.0
2026-05-30,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-05-31,Late Night,Short Rib Supper,18,26.0,no,,9,468.0
2026-06-01,Late Night,Short Rib Supper,15,26.0,no,,7,390.0
2026-06-02,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-06-03,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-06-04,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-06-05,Late Night,Short Rib Supper,23,26.0,no,,11,598.0
2026-06-06,Late Night,Short Rib Supper,24,26.0,no,,12,624.0
2026-06-07,Late Night,Short Rib Supper,19,26.0,no,,9,494.0
2026-06-08,Late Night,Short Rib Supper,10,26.0,no,,5,260.0
2026-06-09,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-06-10,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-06-11,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-06-12,Late Night,Short Rib Supper,31,21.84,yes,Chef Special,15,677.04
2026-06-13,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-06-14,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-06-15,Late Night,Short Rib Supper,11,26.0,no,,5,286.0
2026-06-16,Late Night,Short Rib Supper,12,26.0,no,,6,312.0
2026-06-17,Late Night,Short Rib Supper,13,26.0,no,,6,338.0
2026-06-18,Late Night,Short Rib Supper,14,26.0,no,,7,364.0
2026-06-19,Late Night,Short Rib Supper,25,26.0,no,,12,650.0
2026-01-01,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-01-02,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-01-03,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-01-04,Bar Menu,Scallop Crudo Plate,17,28.5,no,,8,484.5
2026-01-05,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-01-06,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-01-07,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-01-08,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-01-09,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-01-10,Bar Menu,Scallop Crudo Plate,30,23.94,yes,Chef Special,15,718.2
2026-01-11,Bar Menu,Scallop Crudo Plate,18,28.5,no,,9,513.0
2026-01-12,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-01-13,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-01-14,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-01-15,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-01-16,Bar Menu,Scallop Crudo Plate,23,28.5,no,,11,655.5
2026-01-17,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-01-18,Bar Menu,Scallop Crudo Plate,19,28.5,no,,9,541.5
2026-01-19,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-01-20,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-01-21,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-01-22,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-01-23,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-01-24,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-01-25,Bar Menu,Scallop Crudo Plate,20,28.5,no,,10,570.0
2026-01-26,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-01-27,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-01-28,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-01-29,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-01-30,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-01-31,Bar Menu,Scallop Crudo Plate,33,23.94,yes,Chef Special,16,790.02
2026-02-01,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-02-02,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-02-03,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-02-04,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-02-05,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-02-06,Bar Menu,Scallop Crudo Plate,26,28.5,no,,13,741.0
2026-02-07,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-02-08,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-02-09,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-02-10,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-02-11,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-02-12,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-02-13,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-02-14,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-02-15,Bar Menu,Scallop Crudo Plate,17,28.5,no,,8,484.5
2026-02-16,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-02-17,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-02-18,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-02-19,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-02-20,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-02-21,Bar Menu,Scallop Crudo Plate,30,23.94,yes,Chef Special,15,718.2
2026-02-22,Bar Menu,Scallop Crudo Plate,18,28.5,no,,9,513.0
2026-02-23,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-02-24,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-02-25,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-02-26,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-02-27,Bar Menu,Scallop Crudo Plate,23,28.5,no,,11,655.5
2026-02-28,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-03-01,Bar Menu,Scallop Crudo Plate,19,28.5,no,,9,541.5
2026-03-02,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-03-03,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-03-04,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-03-05,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-03-06,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-03-07,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-03-08,Bar Menu,Scallop Crudo Plate,20,28.5,no,,10,570.0
2026-03-09,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-03-10,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-03-11,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-03-12,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-03-13,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-03-14,Bar Menu,Scallop Crudo Plate,33,23.94,yes,Chef Special,16,790.02
2026-03-15,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-03-16,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-03-17,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-03-18,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-03-19,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-03-20,Bar Menu,Scallop Crudo Plate,26,28.5,no,,13,741.0
2026-03-21,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-03-22,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-03-23,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-03-24,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-03-25,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-03-26,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-03-27,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-03-28,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-03-29,Bar Menu,Scallop Crudo Plate,17,28.5,no,,8,484.5
2026-03-30,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-03-31,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-04-01,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-04-02,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-04-03,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-04-04,Bar Menu,Scallop Crudo Plate,30,23.94,yes,Chef Special,15,718.2
2026-04-05,Bar Menu,Scallop Crudo Plate,18,28.5,no,,9,513.0
2026-04-06,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-04-07,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-04-08,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-04-09,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-04-10,Bar Menu,Scallop Crudo Plate,23,28.5,no,,11,655.5
2026-04-11,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-04-12,Bar Menu,Scallop Crudo Plate,19,28.5,no,,9,541.5
2026-04-13,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-04-14,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-04-15,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-04-16,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-04-17,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-04-18,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-04-19,Bar Menu,Scallop Crudo Plate,20,28.5,no,,10,570.0
2026-04-20,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-04-21,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-04-22,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-04-23,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-04-24,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-04-25,Bar Menu,Scallop Crudo Plate,33,23.94,yes,Chef Special,16,790.02
2026-04-26,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-04-27,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-04-28,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-04-29,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-04-30,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-05-01,Bar Menu,Scallop Crudo Plate,26,28.5,no,,13,741.0
2026-05-02,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-05-03,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-05-04,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-05-05,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-05-06,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-05-07,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-05-08,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-05-09,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-05-10,Bar Menu,Scallop Crudo Plate,17,28.5,no,,8,484.5
2026-05-11,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-05-12,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-05-13,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-05-14,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-05-15,Bar Menu,Scallop Crudo Plate,22,28.5,no,,11,627.0
2026-05-16,Bar Menu,Scallop Crudo Plate,30,23.94,yes,Chef Special,15,718.2
2026-05-17,Bar Menu,Scallop Crudo Plate,18,28.5,no,,9,513.0
2026-05-18,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-05-19,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-05-20,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-05-21,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-05-22,Bar Menu,Scallop Crudo Plate,23,28.5,no,,11,655.5
2026-05-23,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-05-24,Bar Menu,Scallop Crudo Plate,19,28.5,no,,9,541.5
2026-05-25,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-05-26,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-05-27,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-05-28,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-05-29,Bar Menu,Scallop Crudo Plate,24,28.5,no,,12,684.0
2026-05-30,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-05-31,Bar Menu,Scallop Crudo Plate,20,28.5,no,,10,570.0
2026-06-01,Bar Menu,Scallop Crudo Plate,11,28.5,no,,5,313.5
2026-06-02,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-06-03,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-06-04,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-06-05,Bar Menu,Scallop Crudo Plate,25,28.5,no,,12,712.5
2026-06-06,Bar Menu,Scallop Crudo Plate,33,23.94,yes,Chef Special,16,790.02
2026-06-07,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-06-08,Bar Menu,Scallop Crudo Plate,12,28.5,no,,6,342.0
2026-06-09,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-06-10,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-06-11,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-06-12,Bar Menu,Scallop Crudo Plate,26,28.5,no,,13,741.0
2026-06-13,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-06-14,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-06-15,Bar Menu,Scallop Crudo Plate,13,28.5,no,,6,370.5
2026-06-16,Bar Menu,Scallop Crudo Plate,14,28.5,no,,7,399.0
2026-06-17,Bar Menu,Scallop Crudo Plate,15,28.5,no,,7,427.5
2026-06-18,Bar Menu,Scallop Crudo Plate,16,28.5,no,,8,456.0
2026-06-19,Bar Menu,Scallop Crudo Plate,21,28.5,no,,10,598.5
2026-01-02,Breakfast,Wild Mushroom Risotto,23,31.0,no,,11,713.0
2026-01-03,Breakfast,Wild Mushroom Risotto,24,31.0,no,,12,744.0
2026-01-04,Breakfast,Wild Mushroom Risotto,26,26.04,yes,Chef Special,13,677.04
2026-01-05,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-01-06,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-01-07,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-01-08,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-01-09,Breakfast,Wild Mushroom Risotto,24,31.0,no,,12,744.0
2026-01-10,Breakfast,Wild Mushroom Risotto,25,31.0,no,,12,775.0
2026-01-11,Breakfast,Wild Mushroom Risotto,20,31.0,no,,10,620.0
2026-01-12,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-01-13,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-01-14,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-01-15,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-01-16,Breakfast,Wild Mushroom Risotto,25,31.0,no,,12,775.0
2026-01-17,Breakfast,Wild Mushroom Risotto,26,31.0,no,,13,806.0
2026-01-18,Breakfast,Wild Mushroom Risotto,21,31.0,no,,10,651.0
2026-01-19,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-01-20,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-01-21,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-01-22,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-01-23,Breakfast,Wild Mushroom Risotto,26,31.0,no,,13,806.0
2026-01-24,Breakfast,Wild Mushroom Risotto,27,31.0,no,,13,837.0
2026-01-25,Breakfast,Wild Mushroom Risotto,23,26.04,yes,Chef Special,11,598.92
2026-01-26,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-01-27,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-01-28,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-01-29,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-01-30,Breakfast,Wild Mushroom Risotto,27,31.0,no,,13,837.0
2026-01-31,Breakfast,Wild Mushroom Risotto,22,31.0,no,,11,682.0
2026-02-01,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-02-02,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-02-03,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-02-04,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-02-05,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-02-06,Breakfast,Wild Mushroom Risotto,22,31.0,no,,11,682.0
2026-02-07,Breakfast,Wild Mushroom Risotto,23,31.0,no,,11,713.0
2026-02-08,Breakfast,Wild Mushroom Risotto,18,31.0,no,,9,558.0
2026-02-09,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-02-10,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-02-11,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-02-12,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-02-13,Breakfast,Wild Mushroom Risotto,23,31.0,no,,11,713.0
2026-02-14,Breakfast,Wild Mushroom Risotto,24,31.0,no,,12,744.0
2026-02-15,Breakfast,Wild Mushroom Risotto,26,26.04,yes,Chef Special,13,677.04
2026-02-16,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-02-17,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-02-18,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-02-19,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-02-20,Breakfast,Wild Mushroom Risotto,24,31.0,no,,12,744.0
2026-02-21,Breakfast,Wild Mushroom Risotto,25,31.0,no,,12,775.0
2026-02-22,Breakfast,Wild Mushroom Risotto,20,31.0,no,,10,620.0
2026-02-23,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-02-24,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-02-25,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-02-26,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-02-27,Breakfast,Wild Mushroom Risotto,25,31.0,no,,12,775.0
2026-02-28,Breakfast,Wild Mushroom Risotto,26,31.0,no,,13,806.0
2026-03-01,Breakfast,Wild Mushroom Risotto,21,31.0,no,,10,651.0
2026-03-02,Breakfast,Wild Mushroom Risotto,12,31.0,no,,6,372.0
2026-03-03,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-03-04,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-03-05,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-03-06,Breakfast,Wild Mushroom Risotto,26,31.0,no,,13,806.0
2026-03-07,Breakfast,Wild Mushroom Risotto,27,31.0,no,,13,837.0
2026-03-08,Breakfast,Wild Mushroom Risotto,23,26.04,yes,Chef Special,11,598.92
2026-03-09,Breakfast,Wild Mushroom Risotto,13,31.0,no,,6,403.0
2026-03-10,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
2026-03-11,Breakfast,Wild Mushroom Risotto,15,31.0,no,,7,465.0
2026-03-12,Breakfast,Wild Mushroom Risotto,16,31.0,no,,8,496.0
2026-03-13,Breakfast,Wild Mushroom Risotto,27,31.0,no,,13,837.0
2026-03-14,Breakfast,Wild Mushroom Risotto,22,31.0,no,,11,682.0
2026-03-15,Breakfast,Wild Mushroom Risotto,17,31.0,no,,8,527.0
2026-03-16,Breakfast,Wild Mushroom Risotto,14,31.0,no,,7,434.0
