business_date,service_period,plate,qty_sold,price_sold_at,special,discount_name,check_count,net_sales
2026-06-09,Lunch,Neighborhood Lunch Plate 09,19,36.0,no,,9,684.0
2026-06-11,Lunch,Neighborhood Lunch Plate 09,15,36.0,no,,7,540.0
2026-01-05,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-01-07,Lunch,Neighborhood Lunch Plate 10,25,32.34,yes,Chef Special,12,808.5
2026-01-09,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-01-11,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-01-13,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-01-15,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-01-17,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-01-19,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-01-21,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-01-23,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-01-25,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-01-27,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-01-29,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-01-31,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-02-02,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-02-04,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-02-06,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-02-08,Lunch,Neighborhood Lunch Plate 10,24,38.5,no,,12,924.0
2026-02-10,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-02-12,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-02-14,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-02-16,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-02-18,Lunch,Neighborhood Lunch Plate 10,25,32.34,yes,Chef Special,12,808.5
2026-02-20,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-02-22,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-02-24,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-02-26,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-02-28,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-03-02,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-03-04,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-03-06,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-03-08,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-03-10,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-03-12,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-03-14,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-03-16,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-03-18,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-03-20,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-03-22,Lunch,Neighborhood Lunch Plate 10,24,38.5,no,,12,924.0
2026-03-24,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-03-26,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-03-28,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-03-30,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-04-01,Lunch,Neighborhood Lunch Plate 10,25,32.34,yes,Chef Special,12,808.5
2026-04-03,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-04-05,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-04-07,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-04-09,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-04-11,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-04-13,Lunch,Neighborhood Lunch Plate 10,18,38.5,no,,9,693.0
2026-04-15,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-04-17,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-04-19,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-04-21,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-04-23,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-04-25,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-04-27,Lunch,Neighborhood Lunch Plate 10,20,38.5,no,,10,770.0
2026-04-29,Lunch,Neighborhood Lunch Plate 10,16,38.5,no,,8,616.0
2026-05-01,Lunch,Neighborhood Lunch Plate 10,34,38.5,no,,17,1309.0
2026-05-03,Lunch,Neighborhood Lunch Plate 10,30,38.5,no,,15,1155.0
2026-05-05,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-05-07,Lunch,Neighborhood Lunch Plate 10,24,38.5,no,,12,924.0
2026-05-09,Lunch,Neighborhood Lunch Plate 10,36,38.5,no,,18,1386.0
2026-05-11,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-05-13,Lunch,Neighborhood Lunch Plate 10,31,32.34,yes,Chef Special,15,1002.54
2026-05-15,Lunch,Neighborhood Lunch Plate 10,36,38.5,no,,18,1386.0
2026-05-17,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-05-19,Lunch,Neighborhood Lunch Plate 10,24,38.5,no,,12,924.0
2026-05-21,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-05-23,Lunch,Neighborhood Lunch Plate 10,32,38.5,no,,16,1232.0
2026-05-25,Lunch,Neighborhood Lunch Plate 10,24,38.5,no,,12,924.0
2026-05-27,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-05-29,Lunch,Neighborhood Lunch Plate 10,32,38.5,no,,16,1232.0
2026-05-31,Lunch,Neighborhood Lunch Plate 10,28,38.5,no,,14,1078.0
2026-06-02,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-06-04,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-06-06,Lunch,Neighborhood Lunch Plate 10,34,38.5,no,,17,1309.0
2026-06-08,Lunch,Neighborhood Lunch Plate 10,26,38.5,no,,13,1001.0
2026-06-10,Lunch,Neighborhood Lunch Plate 10,22,38.5,no,,11,847.0
2026-06-12,Lunch,Neighborhood Lunch Plate 10,34,38.5,no,,17,1309.0
2026-01-01,Lunch,Neighborhood Lunch Plate 11,27,34.44,yes,Chef Special,13,929.88
2026-01-03,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-01-05,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-01-07,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-01-09,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-01-11,Lunch,Neighborhood Lunch Plate 11,22,41.0,no,,11,902.0
2026-01-13,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-01-15,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-01-17,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-01-19,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-01-21,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-01-23,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-01-25,Lunch,Neighborhood Lunch Plate 11,24,41.0,no,,12,984.0
2026-01-27,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-01-29,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-01-31,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-02-02,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-02-04,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-02-06,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-02-08,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-02-10,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-02-12,Lunch,Neighborhood Lunch Plate 11,27,34.44,yes,Chef Special,13,929.88
2026-02-14,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-02-16,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-02-18,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-02-20,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-02-22,Lunch,Neighborhood Lunch Plate 11,22,41.0,no,,11,902.0
2026-02-24,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-02-26,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-02-28,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-03-02,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-03-04,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-03-06,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-03-08,Lunch,Neighborhood Lunch Plate 11,24,41.0,no,,12,984.0
2026-03-10,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-03-12,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-03-14,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-03-16,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-03-18,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-03-20,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-03-22,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-03-24,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-03-26,Lunch,Neighborhood Lunch Plate 11,27,34.44,yes,Chef Special,13,929.88
2026-03-28,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-03-30,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-04-01,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-04-03,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-04-05,Lunch,Neighborhood Lunch Plate 11,22,41.0,no,,11,902.0
2026-04-07,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-04-09,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-04-11,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-04-13,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-04-15,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-04-17,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-04-19,Lunch,Neighborhood Lunch Plate 11,24,41.0,no,,12,984.0
2026-04-21,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-04-23,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-04-25,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-04-27,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-04-29,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-05-01,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-05-03,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-05-05,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-05-07,Lunch,Neighborhood Lunch Plate 11,27,34.44,yes,Chef Special,13,929.88
2026-05-09,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-05-11,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-05-13,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-05-15,Lunch,Neighborhood Lunch Plate 11,26,41.0,no,,13,1066.0
2026-05-17,Lunch,Neighborhood Lunch Plate 11,22,41.0,no,,11,902.0
2026-05-19,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-05-21,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-05-23,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-05-25,Lunch,Neighborhood Lunch Plate 11,20,41.0,no,,10,820.0
2026-05-27,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-05-29,Lunch,Neighborhood Lunch Plate 11,28,41.0,no,,14,1148.0
2026-05-31,Lunch,Neighborhood Lunch Plate 11,24,41.0,no,,12,984.0
2026-06-02,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-06-04,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-06-06,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-06-08,Lunch,Neighborhood Lunch Plate 11,16,41.0,no,,8,656.0
2026-06-10,Lunch,Neighborhood Lunch Plate 11,18,41.0,no,,9,738.0
2026-06-12,Lunch,Neighborhood Lunch Plate 11,30,41.0,no,,15,1230.0
2026-01-02,Lunch,Neighborhood Lunch Plate 12,34,36.54,yes,Chef Special,17,1242.36
2026-01-04,Lunch,Neighborhood Lunch Plate 12,23,43.5,no,,11,1000.5
2026-01-06,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-01-08,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-01-10,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-01-12,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-01-14,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-01-16,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-01-18,Lunch,Neighborhood Lunch Plate 12,25,43.5,no,,12,1087.5
2026-01-20,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-01-22,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-01-24,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-01-26,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-01-28,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-01-30,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-02-01,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-02-03,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-02-05,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-02-07,Lunch,Neighborhood Lunch Plate 12,27,43.5,no,,13,1174.5
2026-02-09,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-02-11,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-02-13,Lunch,Neighborhood Lunch Plate 12,34,36.54,yes,Chef Special,17,1242.36
2026-02-15,Lunch,Neighborhood Lunch Plate 12,23,43.5,no,,11,1000.5
2026-02-17,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-02-19,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-02-21,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-02-23,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-02-25,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-02-27,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-03-01,Lunch,Neighborhood Lunch Plate 12,25,43.5,no,,12,1087.5
2026-03-03,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-03-05,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-03-07,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-03-09,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-03-11,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-03-13,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-03-15,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-03-17,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-03-19,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-03-21,Lunch,Neighborhood Lunch Plate 12,27,43.5,no,,13,1174.5
2026-03-23,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-03-25,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-03-27,Lunch,Neighborhood Lunch Plate 12,34,36.54,yes,Chef Special,17,1242.36
2026-03-29,Lunch,Neighborhood Lunch Plate 12,23,43.5,no,,11,1000.5
2026-03-31,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-04-02,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-04-04,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-04-06,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-04-08,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-04-10,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-04-12,Lunch,Neighborhood Lunch Plate 12,25,43.5,no,,12,1087.5
2026-04-14,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-04-16,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-04-18,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-04-20,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-04-22,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-04-24,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-04-26,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-04-28,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-04-30,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-05-02,Lunch,Neighborhood Lunch Plate 12,27,43.5,no,,13,1174.5
2026-05-04,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-05-06,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-05-08,Lunch,Neighborhood Lunch Plate 12,34,36.54,yes,Chef Special,17,1242.36
2026-05-10,Lunch,Neighborhood Lunch Plate 12,23,43.5,no,,11,1000.5
2026-05-12,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-05-14,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-05-16,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-05-18,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-05-20,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-05-22,Lunch,Neighborhood Lunch Plate 12,29,43.5,no,,14,1261.5
2026-05-24,Lunch,Neighborhood Lunch Plate 12,25,43.5,no,,12,1087.5
2026-05-26,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-05-28,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-05-30,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-06-01,Lunch,Neighborhood Lunch Plate 12,17,43.5,no,,8,739.5
2026-06-03,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-06-05,Lunch,Neighborhood Lunch Plate 12,31,43.5,no,,15,1348.5
2026-06-07,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-06-09,Lunch,Neighborhood Lunch Plate 12,19,43.5,no,,9,826.5
2026-06-11,Lunch,Neighborhood Lunch Plate 12,21,43.5,no,,10,913.5
2026-01-03,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-01-05,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-01-07,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-01-09,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-01-11,Lunch,Neighborhood Lunch Plate 13,26,16.0,no,,13,416.0
2026-01-13,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-01-15,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-01-17,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-01-19,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-01-21,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-01-23,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-01-25,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-01-27,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-01-29,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-01-31,Lunch,Neighborhood Lunch Plate 13,35,13.44,yes,Chef Special,17,470.4
2026-02-02,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-02-04,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-02-06,Lunch,Neighborhood Lunch Plate 13,28,16.0,no,,14,448.0
2026-02-08,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-02-10,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-02-12,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-02-14,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-02-16,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-02-18,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-02-20,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-02-22,Lunch,Neighborhood Lunch Plate 13,26,16.0,no,,13,416.0
2026-02-24,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-02-26,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-02-28,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-03-02,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-03-04,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-03-06,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-03-08,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-03-10,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-03-12,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-03-14,Lunch,Neighborhood Lunch Plate 13,35,13.44,yes,Chef Special,17,470.4
2026-03-16,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-03-18,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-03-20,Lunch,Neighborhood Lunch Plate 13,28,16.0,no,,14,448.0
2026-03-22,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-03-24,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-03-26,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-03-28,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-03-30,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-04-01,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-04-03,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-04-05,Lunch,Neighborhood Lunch Plate 13,26,16.0,no,,13,416.0
2026-04-07,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-04-09,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-04-11,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-04-13,Lunch,Neighborhood Lunch Plate 13,18,16.0,no,,9,288.0
2026-04-15,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-04-17,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-04-19,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-04-21,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-04-23,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-04-25,Lunch,Neighborhood Lunch Plate 13,35,13.44,yes,Chef Special,17,470.4
2026-04-27,Lunch,Neighborhood Lunch Plate 13,20,16.0,no,,10,320.0
2026-04-29,Lunch,Neighborhood Lunch Plate 13,22,16.0,no,,11,352.0
2026-05-01,Lunch,Neighborhood Lunch Plate 13,34,16.0,no,,17,544.0
2026-05-03,Lunch,Neighborhood Lunch Plate 13,30,16.0,no,,15,480.0
2026-05-05,Lunch,Neighborhood Lunch Plate 13,28,16.0,no,,14,448.0
2026-05-07,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-05-09,Lunch,Neighborhood Lunch Plate 13,36,16.0,no,,18,576.0
2026-05-11,Lunch,Neighborhood Lunch Plate 13,28,16.0,no,,14,448.0
2026-05-13,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-05-15,Lunch,Neighborhood Lunch Plate 13,36,16.0,no,,18,576.0
2026-05-17,Lunch,Neighborhood Lunch Plate 13,32,16.0,no,,16,512.0
2026-05-19,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-05-21,Lunch,Neighborhood Lunch Plate 13,26,16.0,no,,13,416.0
2026-05-23,Lunch,Neighborhood Lunch Plate 13,38,16.0,no,,19,608.0
2026-05-25,Lunch,Neighborhood Lunch Plate 13,24,16.0,no,,12,384.0
2026-05-27,Lunch,Neighborhood Lunch Plate 13,26,16.0,no,,13,416.0
2026-05-29,Lunch,Neighborhood Lunch Plate 13,38,16.0,no,,19,608.0
2026-05-31,Lunch,Neighborhood Lunch Plate 13,28,16.0,no,,14,448.0
